trials,participant,valence,S,R,rt,dataset
15,24,3,left,left,1.0723120368272583,weber_violated
16,24,3,left,left,1.7130434950655484,weber_violated
17,24,3,left,left,1.7458942999551297,weber_violated
18,24,3,left,left,1.9641852656183976,weber_violated
19,24,3,left,left,1.4204294794526846,weber_violated
20,24,3,left,left,2.121229317404287,weber_violated
21,24,4,left,right,1.9850919276269205,weber_violated
22,24,4,left,left,2.372669430477701,weber_violated
23,24,4,left,left,1.3014141023160728,weber_violated
24,24,4,left,left,1.1849876663415597,weber_violated
25,24,4,left,left,1.4635819554753546,weber_violated
26,24,4,left,right,2.025738056822954,weber_violated
27,24,4,left,left,2.0859182680737627,weber_violated
28,24,4,left,right,1.8446265540826032,weber_violated
29,24,4,left,left,2.2401282073939326,weber_violated
30,24,4,left,left,1.541983666878628,weber_violated
31,24,6,left,right,1.9762237357053973,weber_violated
32,24,6,left,left,1.3301893538967333,weber_violated
33,24,6,left,left,2.0267894535429845,weber_violated
34,24,6,left,right,1.535602728420538,weber_violated
35,24,6,left,left,2.552207405557921,weber_violated
36,24,6,left,left,1.4318741750979513,weber_violated
37,24,6,left,left,3.959180454199928,weber_violated
38,24,6,left,right,2.40431137684284,weber_violated
39,24,6,left,left,1.9260644228904715,weber_violated
40,24,6,left,right,2.0903792125419263,weber_violated
41,24,7,left,left,1.0148304524831122,weber_violated
42,24,7,left,right,1.704237463543069,weber_violated
43,24,7,left,left,1.164510392302333,weber_violated
44,24,7,left,left,1.3912608943284834,weber_violated
45,24,7,left,right,1.2960490367972992,weber_violated
46,24,7,left,left,1.494763199433163,weber_violated
47,24,7,left,left,1.8923640102217563,weber_violated
48,24,7,left,left,1.6133818150036947,weber_violated
49,24,7,left,left,1.3413850143807853,weber_violated
50,24,7,left,left,0.8489817948234055,weber_violated
51,24,8,left,left,1.2634092677669762,weber_violated
52,24,8,left,left,0.9293255394164401,weber_violated
53,24,8,left,left,0.8727961412103926,weber_violated
54,24,8,left,left,0.9325195464538447,weber_violated
55,24,8,left,left,1.0312075662883524,weber_violated
56,24,8,left,left,0.7450067749330334,weber_violated
57,24,8,left,left,0.8467214780484453,weber_violated
58,24,8,left,left,1.261284406723908,weber_violated
59,24,8,left,left,0.8419714458490599,weber_violated
60,24,8,left,left,1.1408862032869187,weber_violated
61,24,2,right,right,1.0921705269640432,weber_violated
62,24,2,right,right,1.3258850867060428,weber_violated
63,24,2,right,right,0.8683506590185823,weber_violated
64,24,2,right,right,1.1306281871207857,weber_violated
65,24,2,right,right,1.0652046704018039,weber_violated
66,24,2,right,right,0.9297856685083761,weber_violated
67,24,2,right,right,1.8006448050577601,weber_violated
68,24,2,right,right,1.1292501209833121,weber_violated
69,24,2,right,right,1.0754377636615362,weber_violated
70,24,2,right,right,0.9603195995467517,weber_violated
71,24,3,right,right,1.570229487064412,weber_violated
72,24,3,right,right,1.4146351810113094,weber_violated
73,24,3,right,right,1.006926528934734,weber_violated
74,24,3,right,right,1.3030910931142579,weber_violated
75,24,3,right,right,1.737615151749991,weber_violated
76,24,3,right,right,1.2374544188953573,weber_violated
77,24,3,right,right,0.916090209000632,weber_violated
78,24,3,right,right,1.6375430062736984,weber_violated
79,24,3,right,right,1.1268986131377843,weber_violated
80,24,3,right,right,2.1832113337248407,weber_violated
81,24,4,right,right,3.0830212754477073,weber_violated
82,24,4,right,left,1.736336620536207,weber_violated
83,24,4,right,left,2.621020775835379,weber_violated
84,24,4,right,right,1.7090668831234321,weber_violated
85,24,4,right,left,1.473408624722346,weber_violated
86,24,4,right,left,1.3328704735593866,weber_violated
87,24,4,right,left,2.1282223748653775,weber_violated
88,24,4,right,right,1.2376496654857598,weber_violated
89,24,4,right,right,1.740646329186272,weber_violated
90,24,4,right,left,3.5674735470375794,weber_violated
91,24,6,right,right,2.48498112128607,weber_violated
92,24,6,right,right,2.380363177864393,weber_violated
93,24,6,right,left,1.4545522088091025,weber_violated
94,24,6,right,left,4.092112586367596,weber_violated
95,24,6,right,left,2.238844880764065,weber_violated
96,24,6,right,left,1.722219077014934,weber_violated
97,24,6,right,left,3.0095243180894844,weber_violated
98,24,6,right,right,2.502329825864877,weber_violated
99,24,6,right,left,1.5423135727947657,weber_violated
100,24,6,right,right,1.9264602069662615,weber_violated
101,24,7,right,right,1.243026336619917,weber_violated
102,24,7,right,right,1.3815569221532156,weber_violated
103,24,7,right,right,1.0672069367703003,weber_violated
104,24,7,right,right,1.9903471715799514,weber_violated
105,24,7,right,right,1.361458583468861,weber_violated
106,24,7,right,right,1.2760565667538033,weber_violated
107,24,7,right,right,1.4932946607287185,weber_violated
108,24,7,right,right,1.385438923609402,weber_violated
109,24,7,right,right,1.7801210797227656,weber_violated
110,24,7,right,right,1.1465159940029712,weber_violated
111,24,8,right,right,1.1239328587527182,weber_violated
112,24,8,right,right,0.7972352767270527,weber_violated
113,24,8,right,right,1.0730491207830144,weber_violated
114,24,8,right,right,1.2387272709998687,weber_violated
115,24,8,right,right,1.1586850634583543,weber_violated
116,24,8,right,right,1.1006259975961832,weber_violated
117,24,8,right,right,1.1042693190773374,weber_violated
118,24,8,right,right,1.064422027458676,weber_violated
119,24,8,right,right,1.090819702266514,weber_violated
120,24,8,right,right,0.9699179974525549,weber_violated
1,25,2,left,left,1.845293320191673,weber_violated
2,25,2,left,left,0.982599061352375,weber_violated
3,25,2,left,left,0.978035707988185,weber_violated
4,25,2,left,left,1.0947437929154473,weber_violated
5,25,2,left,left,1.1375668365721345,weber_violated
6,25,2,left,left,1.5775316787393001,weber_violated
7,25,2,left,left,1.301447079023272,weber_violated
8,25,2,left,left,0.959803978878015,weber_violated
9,25,2,left,left,1.114118075189726,weber_violated
10,25,2,left,left,1.1109371088482685,weber_violated
11,25,3,left,left,1.0350709661168096,weber_violated
12,25,3,left,left,1.0132086862090333,weber_violated
13,25,3,left,left,0.9336723159097604,weber_violated
14,25,3,left,left,1.0391913590892918,weber_violated
15,25,3,left,left,1.075032625402477,weber_violated
16,25,3,left,left,1.6866995796950823,weber_violated
17,25,3,left,right,1.1263340382454388,weber_violated
18,25,3,left,left,1.8730023415460266,weber_violated
19,25,3,left,left,1.257402385773496,weber_violated
20,25,3,left,left,1.1849574787189694,weber_violated
21,25,4,left,left,3.2460456825848722,weber_violated
22,25,4,left,left,2.0801273589183418,weber_violated
23,25,4,left,right,1.6325805253010943,weber_violated
24,25,4,left,right,1.4594985614400142,weber_violated
25,25,4,left,left,1.4092423708604873,weber_violated
26,25,4,left,left,2.0706725325950526,weber_violated
27,25,4,left,left,1.6816017278997597,weber_violated
28,25,4,left,left,2.807556795945498,weber_violated
29,25,4,left,left,1.2077058021677856,weber_violated
30,25,4,left,left,1.9305746534650392,weber_violated
31,25,6,left,right,2.9126533342848684,weber_violated
32,25,6,left,right,3.0638935302847727,weber_violated
33,25,6,left,left,2.270687774382523,weber_violated
34,25,6,left,right,1.584004642464203,weber_violated
35,25,6,left,left,1.8399793027554368,weber_violated
36,25,6,left,left,1.0823658954917104,weber_violated
37,25,6,left,left,3.1003312699618393,weber_violated
38,25,6,left,right,2.9922520714780423,weber_violated
39,25,6,left,left,1.6551385517880446,weber_violated
40,25,6,left,left,2.4804438272855016,weber_violated
41,25,7,left,left,1.0536517094462476,weber_violated
42,25,7,left,right,1.7380281643129696,weber_violated
43,25,7,left,left,1.6520385739108707,weber_violated
44,25,7,left,left,1.1266001549675648,weber_violated
45,25,7,left,left,2.36909896595389,weber_violated
46,25,7,left,left,0.9765299380940029,weber_violated
47,25,7,left,left,1.1539720613692,weber_violated
48,25,7,left,left,1.3353233426924938,weber_violated
49,25,7,left,left,1.3789475387924626,weber_violated
50,25,7,left,left,2.3402034444151454,weber_violated
51,25,8,left,left,0.8996036359482007,weber_violated
52,25,8,left,left,0.8487890262556144,weber_violated
53,25,8,left,left,0.775541070187082,weber_violated
54,25,8,left,left,1.03364033649484,weber_violated
55,25,8,left,right,1.65593472369209,weber_violated
56,25,8,left,left,0.7893496720857478,weber_violated
57,25,8,left,left,1.07433933494844,weber_violated
58,25,8,left,left,1.1606148625540769,weber_violated
59,25,8,left,left,0.9616412609639415,weber_violated
60,25,8,left,left,1.3680137072500294,weber_violated
61,25,2,right,right,1.1683332191022788,weber_violated
62,25,2,right,right,0.8811328278866062,weber_violated
63,25,2,right,right,1.1048793761420672,weber_violated
64,25,2,right,right,0.9282697773434163,weber_violated
65,25,2,right,right,0.9551028008677718,weber_violated
66,25,2,right,right,1.3185517901537527,weber_violated
67,25,2,right,right,0.8582260950893357,weber_violated
68,25,2,right,right,1.08580988762465,weber_violated
69,25,2,right,right,1.050029663007608,weber_violated
70,25,2,right,right,1.5724825126809083,weber_violated
71,25,3,right,right,1.0262354831234375,weber_violated
72,25,3,right,right,1.3146961639061074,weber_violated
73,25,3,right,right,1.0709192929795652,weber_violated
74,25,3,right,right,1.3199718956934159,weber_violated
75,25,3,right,left,2.1457665649937656,weber_violated
76,25,3,right,right,0.9740774415539073,weber_violated
77,25,3,right,right,0.7796037776397242,weber_violated
78,25,3,right,left,1.1583803429968513,weber_violated
79,25,3,right,right,1.6063232688137712,weber_violated
80,25,3,right,right,2.1831371877998587,weber_violated
81,25,4,right,right,2.6224522120796463,weber_violated
82,25,4,right,right,1.7713805107302836,weber_violated
83,25,4,right,right,1.4112107375876586,weber_violated
84,25,4,right,left,1.3458704379666093,weber_violated
85,25,4,right,right,1.2020898371513984,weber_violated
86,25,4,right,right,1.338123022970456,weber_violated
87,25,4,right,right,1.8362084405373704,weber_violated
88,25,4,right,right,1.8187985631850798,weber_violated
89,25,4,right,right,1.2631014117077508,weber_violated
90,25,4,right,right,1.784245165329695,weber_violated
91,25,6,right,left,1.9738095259231225,weber_violated
92,25,6,right,left,1.3833230928913254,weber_violated
93,25,6,right,right,1.6072626325893995,weber_violated
94,25,6,right,right,1.8784948113477287,weber_violated
95,25,6,right,right,2.599209715002886,weber_violated
96,25,6,right,right,5.619828899466417,weber_violated
97,25,6,right,right,1.540037199036142,weber_violated
98,25,6,right,right,2.261104376952864,weber_violated
99,25,6,right,right,1.875156429159623,weber_violated
100,25,6,right,left,1.926939352204715,weber_violated
101,25,7,right,right,1.2075929498373983,weber_violated
102,25,7,right,right,1.9674630224838066,weber_violated
103,25,7,right,right,1.1850043803185293,weber_violated
104,25,7,right,right,1.7335154966508641,weber_violated
105,25,7,right,right,1.440758510690584,weber_violated
106,25,7,right,right,1.4094187408739438,weber_violated
107,25,7,right,right,1.6451456068044896,weber_violated
108,25,7,right,right,1.661611557128125,weber_violated
109,25,7,right,right,0.8038597033066495,weber_violated
110,25,7,right,right,1.7337565375697574,weber_violated
111,25,8,right,right,1.7912105566983056,weber_violated
112,25,8,right,right,0.9428226312949244,weber_violated
113,25,8,right,right,0.9174543139718216,weber_violated
114,25,8,right,right,0.9622626911416194,weber_violated
115,25,8,right,right,1.146177570538787,weber_violated
116,25,8,right,right,0.8142644469992935,weber_violated
117,25,8,right,right,1.6240936691498982,weber_violated
118,25,8,right,right,0.7958776871383031,weber_violated
119,25,8,right,right,0.9265680220655113,weber_violated
120,25,8,right,right,0.8004967975046893,weber_violated
1,26,2,left,right,1.5478514346158976,weber_violated
2,26,2,left,left,1.2496301974872857,weber_violated
3,26,2,left,left,1.0537911866177467,weber_violated
4,26,2,left,left,0.9485201977697744,weber_violated
5,26,2,left,left,0.8947841565625785,weber_violated
6,26,2,left,left,0.7653705297165521,weber_violated
7,26,2,left,left,0.9683504443147908,weber_violated
8,26,2,left,left,2.348114527247311,weber_violated
9,26,2,left,left,1.0524923360491016,weber_violated
10,26,2,left,left,1.107080920736437,weber_violated
11,26,3,left,left,2.171225438217014,weber_violated
12,26,3,left,right,2.365358908135277,weber_violated
13,26,3,left,left,3.1125443291716923,weber_violated
14,26,3,left,left,0.8260887796737699,weber_violated
15,26,3,left,left,1.853479077111918,weber_violated
16,26,3,left,left,1.3952706514006674,weber_violated
17,26,3,left,left,1.3848952245002155,weber_violated
18,26,3,left,right,1.5193195404212771,weber_violated
19,26,3,left,left,1.5245244058838403,weber_violated
20,26,3,left,right,1.9333297546925796,weber_violated
21,26,4,left,left,1.386221794134445,weber_violated
22,26,4,left,left,1.8059611564457432,weber_violated
23,26,4,left,left,2.632767122903301,weber_violated
24,26,4,left,right,1.6085638482462437,weber_violated
25,26,4,left,left,1.983188678732814,weber_violated
26,26,4,left,left,1.631078393439879,weber_violated
27,26,4,left,left,2.2838157797837333,weber_violated
28,26,4,left,right,3.0966253559302293,weber_violated
29,26,4,left,left,1.9066304607186304,weber_violated
30,26,4,left,left,1.9184369338333207,weber_violated
31,26,6,left,left,2.628934640993853,weber_violated
32,26,6,left,left,1.5801225424211354,weber_violated
33,26,6,left,left,4.669245077295262,weber_violated
34,26,6,left,left,1.4811833700075419,weber_violated
35,26,6,left,right,2.5029294650969582,weber_violated
36,26,6,left,left,1.9215657518564875,weber_violated
37,26,6,left,left,2.2653942275686476,weber_violated
38,26,6,left,left,1.3089438425396318,weber_violated
39,26,6,left,left,3.5375484540785997,weber_violated
40,26,6,left,left,1.0035125640135714,weber_violated
41,26,7,left,right,2.4343797205349578,weber_violated
42,26,7,left,left,1.6226521816942774,weber_violated
43,26,7,left,left,1.7347772477088188,weber_violated
44,26,7,left,right,1.7580176859733452,weber_violated
45,26,7,left,right,1.490871873245223,weber_violated
46,26,7,left,left,1.138922036687522,weber_violated
47,26,7,left,left,0.8396054436978213,weber_violated
48,26,7,left,right,1.86878985701492,weber_violated
49,26,7,left,left,1.0287106749862587,weber_violated
50,26,7,left,left,3.496283655048351,weber_violated
51,26,8,left,left,1.0706690470904932,weber_violated
52,26,8,left,left,1.2390732029297657,weber_violated
53,26,8,left,left,1.2665413320803869,weber_violated
54,26,8,left,left,1.0689882708439071,weber_violated
55,26,8,left,left,1.0590033706074944,weber_violated
56,26,8,left,left,0.861050572153063,weber_violated
57,26,8,left,left,1.0165509807828557,weber_violated
58,26,8,left,left,1.134104432422366,weber_violated
59,26,8,left,left,0.8929702875356029,weber_violated
60,26,8,left,left,0.948409356765517,weber_violated
61,26,2,right,right,0.9848808153079598,weber_violated
62,26,2,right,right,0.9658347332663753,weber_violated
63,26,2,right,right,0.9001184243302709,weber_violated
